LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
32016-8,Glucose,MCnc,Pt,BldC,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Capillary blood",mg/dL,2.07,false,Glucose:MCnc:Pt:BldC:Qn:
104597-0,Glucose,MCnc,Pt,BldV,Qn,Glucometer,CHEM,2.78,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Venous blood by Glucometer",mg/dL,2.78,false,Glucose:MCnc:Pt:BldV:Qn:Glucometer
2344-0,Glucose,MCnc,Pt,"Body fld",Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Body fluid",mg/dL,1.0,false,"Glucose:MCnc:Pt:Body fld:Qn:"
2342-4,Glucose,MCnc,Pt,CSF,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Cerebral spinal fluid",mg/dL,1.0,false,Glucose:MCnc:Pt:CSF:Qn:
2345-7,Glucose,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Glucose:MCnc:Pt:Ser/Plas:Qn:
2348-1,Glucose,MCnc,Pt,"Synv fld",Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Synovial fluid",mg/dL,1.0,false,"Glucose:MCnc:Pt:Synv fld:Qn:"
93791-2,Glucose,MCnc,Stdy^mean,Ser/Plas,Qn,,CHEM,2.67,ACTIVE,1,Both,,mg/dl,"Glucose [Mass/volume] mean in Serum or Plasma",mg/dL,2.67,false,Glucose:MCnc:Stdy^mean:Ser/Plas:Qn:
20406-5,Glucose,MFr,Pt,Urine,Qn,"Test strip",UA,2.70,DEPRECATED,1,Both,,%,"Deprecated Glucose [Mass/volume] in Urine by Test strip",%,1.0m,false,"Glucose:MFr:Pt:Urine:Qn:Test strip"
35211-2,Glucose,MSCnc,Pt,Ser/Plas,Qn,,CHEM,2.42,DISCOURAGED,1,Both,,,"Glucose [Mass or Moles/volume] in Serum or Plasma",,2.11,false,Glucose:MSCnc:Pt:Ser/Plas:Qn:
47995-6,Glucose,SCnc,Pt,BldCo,Qn,,CHEM,2.70,ACTIVE,1,Both,,nmol/L,"Glucose [Moles/volume] in Cord blood",nmol/L,2.21,false,Glucose:SCnc:Pt:BldCo:Qn:
14745-4,Glucose,SCnc,Pt,"Body fld",Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Body fluid",mmol/L,1.0k,false,"Glucose:SCnc:Pt:Body fld:Qn:"
14744-7,Glucose,SCnc,Pt,CSF,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Cerebral spinal fluid",mmol/L,1.0k,false,Glucose:SCnc:Pt:CSF:Qn:
14750-4,Glucose,SCnc,Pt,"Synv fld",Qn,,CHEM,2.34,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Synovial fluid",mmol/L,1.0k,false,"Glucose:SCnc:Pt:Synv fld:Qn:"
57004-4,Glucose/Creatinine,MRto,24H,Urine,Qn,,CHEM,2.44,ACTIVE,1,Both,,"mg/g creatinine","Glucose/Creatinine [Mass Ratio] in 24 hour Urine",mg/g{creat},2.29,false,Glucose/Creatinine:MRto:24H:Urine:Qn:
99602-5,Glucose/Creatinine,SRto,24H,Urine,Qn,,CHEM,2.72,ACTIVE,1,Both,,mmol/mol{creat},"Glucose/Creatinine [Molar ratio] in 24 hour Urine",mmol/mol{creat},2.72,false,Glucose/Creatinine:SRto:24H:Urine:Qn:
12613-6,"Glucose^4H specimen",MCnc,Pt,"Dial fld",Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Dialysis fluid --4 hour specimen",mg/dL,1.0j-a,false,"Glucose^4H specimen:MCnc:Pt:Dial fld:Qn:"
46222-6,"Glucose^4H specimen",SCnc,Pt,"Dial fld",Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Dialysis fluid --4 hour specimen",mmol/L,2.19,false,"Glucose^4H specimen:SCnc:Pt:Dial fld:Qn:"
34546-2,"Protein & Glucose panel",MCnc,Pt,CSF,Qn,,PANEL.CHEM,2.42,ACTIVE,1,Order,,,"Protein and Glucose panel [Mass/volume] - Cerebral spinal fluid",,2.10,true,"Protein & Glucose panel:MCnc:Pt:CSF:Qn:"
48988-0,"Glucose^12 PM specimen",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --12 PM specimen",mg/dL,2.21,false,"Glucose^12 PM specimen:MCnc:Pt:Ser/Plas:Qn:"
45054-4,"Glucose^12 PM specimen",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --12 PM specimen",mmol/L,2.17,false,"Glucose^12 PM specimen:SCnc:Pt:Ser/Plas:Qn:"
16904-5,"Glucose^1st specimen post XXX challenge",PrThr,Pt,Urine,Ord,,CHAL,2.56,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine --1st specimen post XXX challenge",,1.0l,false,"Glucose^1st specimen post XXX challenge:PrThr:Pt:Urine:Ord:"
16167-9,"Glucose^2 PM specimen",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --2 PM specimen",mg/dL,1.0l,false,"Glucose^2 PM specimen:MCnc:Pt:Ser/Plas:Qn:"
43278-1,"Glucose^2H post meal",MCnc,Pt,Milk,Qn,,CHAL,2.34,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Milk --2 hours post meal",mg/dL,2.17,false,"Glucose^2H post meal:MCnc:Pt:Milk:Qn:"
16905-2,"Glucose^2nd specimen post XXX challenge",PrThr,Pt,Urine,Ord,,CHAL,2.56,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine --2nd specimen post XXX challenge",,1.0l,false,"Glucose^2nd specimen post XXX challenge:PrThr:Pt:Urine:Ord:"
48993-0,"Glucose^3 AM specimen",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --3 AM specimen",mg/dL,2.21,false,"Glucose^3 AM specimen:MCnc:Pt:Ser/Plas:Qn:"
16168-7,"Glucose^3 PM specimen",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --3 PM specimen",mg/dL,1.0l,false,"Glucose^3 PM specimen:MCnc:Pt:Ser/Plas:Qn:"
59815-1,"Glucose^3 PM specimen",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --3 PM specimen",mmol/L,2.32,false,"Glucose^3 PM specimen:SCnc:Pt:Ser/Plas:Qn:"
42615-5,"Glucose^30M post dose lactose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --30 minutes post dose lactose PO",mg/dL,2.16,false,"Glucose^30M post dose lactose PO:MCnc:Pt:Urine:Qn:"
42604-9,"Glucose^3H post dose lactose PO",MCnc,Pt,Urine,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --3 hours post dose lactose PO",mg/dL,2.16,false,"Glucose^3H post dose lactose PO:MCnc:Pt:Urine:Qn:"
53474-3,"Glucose^4 AM specimen",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --4 AM specimen",mmol/L,2.26,false,"Glucose^4 AM specimen:SCnc:Pt:Ser/Plas:Qn:"
42629-6,"Glucose^4H post dose lactose PO",MCnc,Pt,Urine,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --4 hours post dose lactose PO",mg/dL,2.16,false,"Glucose^4H post dose lactose PO:MCnc:Pt:Urine:Qn:"
42631-2,"Glucose^5H post dose lactose PO",MCnc,Pt,Urine,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --5 hours post dose lactose PO",mg/dL,2.16,false,"Glucose^5H post dose lactose PO:MCnc:Pt:Urine:Qn:"
42609-8,"Glucose^6H post dose lactose PO",MCnc,Pt,Urine,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --6 hours post dose lactose PO",mg/dL,2.16,false,"Glucose^6H post dose lactose PO:MCnc:Pt:Urine:Qn:"
59813-6,"Glucose^7 AM specimen",SCnc,Pt,BldC,Qn,Glucometer,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Capillary blood by Glucometer --7 AM specimen",mmol/L,2.32,false,"Glucose^7 AM specimen:SCnc:Pt:BldC:Qn:Glucometer"
16910-2,"Glucose^7th specimen post XXX challenge",PrThr,Pt,Urine,Ord,,CHAL,2.56,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine --7th specimen post XXX challenge",,1.0l,false,"Glucose^7th specimen post XXX challenge:PrThr:Pt:Urine:Ord:"
1556-0,"Glucose^post CFst",MCnc,Pt,BldC,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Fasting glucose [Mass/volume] in Capillary blood",mg/dL,1.0,false,"Glucose^post CFst:MCnc:Pt:BldC:Qn:"
1557-8,"Glucose^post CFst",MCnc,Pt,BldV,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Fasting glucose [Mass/volume] in Venous blood",mg/dL,1.0,false,"Glucose^post CFst:MCnc:Pt:BldV:Qn:"
1558-6,"Glucose^post CFst",MCnc,Pt,Ser/Plas,Qn,,CHAL.ROUTINE,2.73,ACTIVE,1,Both,,mg/dL,"Fasting glucose [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,"Glucose^post CFst:MCnc:Pt:Ser/Plas:Qn:"
35184-1,"Glucose^post CFst",MSCnc,Pt,Ser/Plas,Qn,,CHAL,2.42,DISCOURAGED,1,Both,,,"Fasting glucose [Mass or Moles/volume] in Serum or Plasma",,2.11,false,"Glucose^post CFst:MSCnc:Pt:Ser/Plas:Qn:"
14771-0,"Glucose^post CFst",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mmol/L,"Fasting glucose [Moles/volume] in Serum or Plasma",mmol/L,1.0k,false,"Glucose^post CFst:SCnc:Pt:Ser/Plas:Qn:"
16915-1,"Glucose^post meal",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --post meal",mg/dL,1.0l,false,"Glucose^post meal:MCnc:Pt:Ser/Plas:Qn:"
53094-9,"Glucose^post meal",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --post meal",mmol/L,2.24,false,"Glucose^post meal:SCnc:Pt:Ser/Plas:Qn:"
16914-4,"Glucose^post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --post XXX challenge",mg/dL,1.0l,false,"Glucose^post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
53093-1,"Glucose^post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --post XXX challenge",mmol/L,2.24,false,"Glucose^post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
53475-0,"Glucose^pre dose betaxolol",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre dose betaxolol",mmol/L,2.26,false,"Glucose^pre dose betaxolol:SCnc:Pt:Ser/Plas:Qn:"
48606-8,"Glucose^pre dose fructose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre dose fructose PO",mg/dL,2.21,false,"Glucose^pre dose fructose PO:MCnc:Pt:Ser/Plas:Qn:"
54400-7,"Glucose^pre dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre dose glucagon",mmol/L,2.27,false,"Glucose^pre dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
12638-3,"Glucose^pre dose lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre dose lactose PO",mg/dL,1.0j-a,false,"Glucose^pre dose lactose PO:MCnc:Pt:Ser/Plas:Qn:"
59157-8,"Glucose^pre dose lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre dose lactose PO",mmol/L,2.32,false,"Glucose^pre dose lactose PO:SCnc:Pt:Ser/Plas:Qn:"
40318-8,"Glucose^pre dose triple bolus",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre dose triple bolus",mmol/L,2.15,false,"Glucose^pre dose triple bolus:SCnc:Pt:Ser/Plas:Qn:"
39997-2,"Glucose^pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre XXX challenge",mg/dL,2.15,false,"Glucose^pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40148-9,"Glucose^pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre XXX challenge",mmol/L,2.15,false,"Glucose^pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
54246-4,"Protein & Glucose panel",MCnc,Pt,"Body fld",Qn,,PANEL.CHEM,2.42,ACTIVE,1,Order,,,"Protein and Glucose panel [Mass/volume] - Body fluid",,2.27,true,"Protein & Glucose panel:MCnc:Pt:Body fld:Qn:"
47621-8,Glucose.IV,Mass,Pt,Dose,Qn,,DRUGDOSE,2.69,ACTIVE,1,Observation,,,"Glucose.IV [Mass] of Dose",mg,2.21,false,Glucose.IV:Mass:Pt:Dose:Qn:
4269-7,Glucose.PO,Mass,Pt,Dose,Qn,,DRUGDOSE,2.73,ACTIVE,1,Observation,,grams;gm,"Glucose.PO [Mass] of Dose",g,1.0,false,Glucose.PO:Mass:Pt:Dose:Qn:
52041-1,"Blood glucose monitors attachment",Find,Pt,^Patient,Doc,,DOC.ADMIN,2.67,ACTIVE,2,Both,,,"Blood glucose monitor attachment",,2.24,false,"Blood glucose monitors attachment:Find:Pt:^Patient:Doc:"
2340-8,Glucose,MCnc,Pt,Bld,SemiQn,"Test strip.automated",CHEM,2.75,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Blood by Automated test strip",mg/dL,1.0,false,"Glucose:MCnc:Pt:Bld:SemiQn:Test strip.automated"
41653-7,Glucose,MCnc,Pt,BldC,Qn,Glucometer,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Capillary blood by Glucometer",mg/dL,2.16,false,Glucose:MCnc:Pt:BldC:Qn:Glucometer
57797-3,Glucose,MCnc,Pt,Stool,Qn,"Post hydrolysis",CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Stool by Post hydrolysis",mg/dL,2.29,false,"Glucose:MCnc:Pt:Stool:Qn:Post hydrolysis"
53328-1,Glucose,MCnc,Pt,Urine,SemiQn,"Test strip.automated",UA,2.75,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine by Automated test strip",mg/dL,2.24,false,"Glucose:MCnc:Pt:Urine:SemiQn:Test strip.automated"
97507-8,Glucose,MCnc,RptPeriod^mean,"Interstitial fluid",Qn,Calculated,CHEM,2.70,ACTIVE,1,Observation,,mg/dL,"Average glucose [Mass/volume] in Interstitial fluid during Reporting Period",mg/dL,2.70,false,"Glucose:MCnc:RptPeriod^mean:Interstitial fluid:Qn:Calculated"
50555-2,Glucose,PrThr,Pt,Urine,Ord,"Test strip.automated",UA,2.73,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Automated test strip",,2.22,false,"Glucose:PrThr:Pt:Urine:Ord:Test strip.automated"
72516-8,Glucose,SCnc,Pt,Bld,SemiQn,"Test strip.automated",CHEM,2.75,ACTIVE,1,Both,,umol/L,"Glucose [Moles/volume] in Blood by Automated test strip",umol/L,2.42,false,"Glucose:SCnc:Pt:Bld:SemiQn:Test strip.automated"
14743-9,Glucose,SCnc,Pt,BldC,Qn,Glucometer,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Capillary blood by Glucometer",mmol/L,1.0k,false,Glucose:SCnc:Pt:BldC:Qn:Glucometer
59156-0,Glucose,SCnc,Pt,Urine,SemiQn,"Test strip.automated",UA,2.75,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Urine by Automated test strip",mmol/L,2.32,false,"Glucose:SCnc:Pt:Urine:SemiQn:Test strip.automated"
40366-7,Glucose,SRat,24H,"Body fld",Qn,,CHEM,2.70,ACTIVE,1,Both,,"mmol/24 H","Glucose [Moles/time] in 24 hour Body fluid",mmol/(24.h),2.15,false,"Glucose:SRat:24H:Body fld:Qn:"
12632-6,"Glucose^3rd specimen",MCnc,Pt,"Dial fld prt",Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Peritoneal dialysis fluid --3rd specimen",mg/dL,1.0j-a,false,"Glucose^3rd specimen:MCnc:Pt:Dial fld prt:Qn:"
40875-7,"Glucose^3rd specimen",MCnc,Pt,XXX,Qn,,CHEM,2.69,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Specimen --3rd specimen",mg/dL,2.15,false,"Glucose^3rd specimen:MCnc:Pt:XXX:Qn:"
12633-4,"Glucose^4th specimen",MCnc,Pt,"Dial fld prt",Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Peritoneal dialysis fluid --4th specimen",mg/dL,1.0j-a,false,"Glucose^4th specimen:MCnc:Pt:Dial fld prt:Qn:"
12634-2,"Glucose^5th specimen",MCnc,Pt,"Dial fld prt",Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Peritoneal dialysis fluid --5th specimen",mg/dL,1.0j-a,false,"Glucose^5th specimen:MCnc:Pt:Dial fld prt:Qn:"
12635-9,"Glucose^6th specimen",MCnc,Pt,"Dial fld prt",Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Peritoneal dialysis fluid --6th specimen",mg/dL,1.0j-a,false,"Glucose^6th specimen:MCnc:Pt:Dial fld prt:Qn:"
12636-7,"Glucose^7th specimen",MCnc,Pt,"Dial fld prt",Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Peritoneal dialysis fluid --7th specimen",mg/dL,1.0j-a,false,"Glucose^7th specimen:MCnc:Pt:Dial fld prt:Qn:"
76629-5,"Glucose^post CFst",SCnc,Pt,Bld,Qn,,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Fasting glucose [Moles/volume] in Blood",mmol/L,2.52,false,"Glucose^post CFst:SCnc:Pt:Bld:Qn:"
40026-7,"Glucose^ 6M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --6 minutes post XXX challenge",mg/dL,2.15,false,"Glucose^ 6M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40259-4,"Glucose^10.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10.5 hours post XXX challenge",mg/dL,2.15,false,"Glucose^10.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40260-2,"Glucose^10.75H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10.75 hours post XXX challenge",mg/dL,2.15,false,"Glucose^10.75H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40174-5,"Glucose^10.75H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --10.75 hours post XXX challenge",mmol/L,2.15,false,"Glucose^10.75H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40004-4,"Glucose^100M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --100 minutes post XXX challenge",mg/dL,2.15,false,"Glucose^100M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
21308-2,"Glucose^105M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --105 minutes post XXX challenge",mg/dL,1.0m,false,"Glucose^105M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
12645-8,"Glucose^10H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10 hours post XXX challenge",mg/dL,1.0j-a,false,"Glucose^10H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40173-7,"Glucose^10H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --10 hours post XXX challenge",mmol/L,2.15,false,"Glucose^10H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
92819-2,"Glucose^10M post dose glucagon",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.66,ACTIVE,1,Both,,mg/dl,"Glucose [Mass/volume] in Serum or Plasma --10 minutes post dose glucagon",mg/dL,2.66,false,"Glucose^10M post dose glucagon:MCnc:Pt:Ser/Plas:Qn:"
54401-5,"Glucose^10M post dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --10 minutes post dose glucagon",mmol/L,2.27,false,"Glucose^10M post dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
12654-0,"Glucose^10M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10 minutes post XXX challenge",mg/dL,1.0j-a,false,"Glucose^10M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40154-7,"Glucose^10M post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge",mmol/L,2.15,false,"Glucose^10M post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
54248-0,"Glucose^10M pre dose glucagon",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --10 minutes pre dose glucagon",mmol/L,2.27,false,"Glucose^10M pre dose glucagon:SCnc:Pt:Ser/Plas:Qn:"
12651-6,"Glucose^10M pre XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10 minutes pre XXX challenge",mg/dL,1.0j-a,false,"Glucose^10M pre XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40151-3,"Glucose^10M pre XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --10 minutes pre XXX challenge",mmol/L,2.15,false,"Glucose^10M pre XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12622-7,"Glucose^10th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --10th specimen post XXX challenge",mg/dL,1.0j-a,false,"Glucose^10th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
54393-4,"Glucose^10th specimen post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --10th specimen post XXX challenge",mmol/L,2.27,false,"Glucose^10th specimen post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40008-5,"Glucose^11.5H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --11.5 hours post XXX challenge",mg/dL,2.15,false,"Glucose^11.5H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
40175-2,"Glucose^11.5H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --11.5 hours post XXX challenge",mmol/L,2.15,false,"Glucose^11.5H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
40005-1,"Glucose^110M post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --110 minutes post XXX challenge",mg/dL,2.15,false,"Glucose^110M post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
26817-7,"Glucose^11H post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --11 hour post XXX challenge",mg/dL,2.00,false,"Glucose^11H post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
77681-5,"Glucose^11H post XXX challenge",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.52,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --11 hour post XXX challenge",mmol/L,2.52,false,"Glucose^11H post XXX challenge:SCnc:Pt:Ser/Plas:Qn:"
12623-5,"Glucose^11th specimen post XXX challenge",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --11th specimen post XXX challenge",mg/dL,1.0j-a,false,"Glucose^11th specimen post XXX challenge:MCnc:Pt:Ser/Plas:Qn:"
